#                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN4888_c0_g1_i17:1140-4919 -           1260 5517at7898           -           1269  2.5e-230  766.1  14.0   1   2  9.3e-119  1.7e-116  389.1   3.9    10   621    18   650    15   665 0.85 -
TRINITY_DN4888_c0_g1_i17:1140-4919 -           1260 5517at7898           -           1269  2.5e-230  766.1  14.0   2   2  2.2e-116    4e-114  381.2   2.5   769  1223   761  1246   739  1256 0.90 -
TRINITY_DN4888_c0_g1_i11:1141-4917 -           1259 5517at7898           -           1269  7.3e-230  764.6  14.4   1   2  2.5e-118  4.6e-116  387.6   4.3    10   594    18   624    15   669 0.86 -
TRINITY_DN4888_c0_g1_i11:1141-4917 -           1259 5517at7898           -           1269  7.3e-230  764.6  14.4   2   2  2.2e-116    4e-114  381.2   2.5   769  1223   760  1245   738  1255 0.90 -
TRINITY_DN4888_c0_g1_i22:234-4411  -           1268 5517at7898           -           1269  1.5e-229  763.6  12.8   1   2  2.4e-118  4.4e-116  387.7   3.9    10   594    18   624    15   663 0.86 -
TRINITY_DN4888_c0_g1_i22:234-4411  -           1268 5517at7898           -           1269  1.5e-229  763.6  12.8   2   2  5.8e-116    1e-113  379.8   1.6   770  1222   758  1242   736  1264 0.90 -
TRINITY_DN4888_c0_g1_i10:1140-4910 -           1257 5517at7898           -           1269  2.2e-229  763.0  13.6   1   2  2.5e-118  4.4e-116  387.7   4.0    10   594    18   624    15   663 0.86 -
TRINITY_DN4888_c0_g1_i10:1140-4910 -           1257 5517at7898           -           1269  2.2e-229  763.0  13.6   2   2    8e-116  1.4e-113  379.4   2.1   770  1223   758  1243   736  1252 0.90 -
TRINITY_DN4888_c0_g1_i8:1115-4885  -           1257 5517at7898           -           1269  2.2e-229  763.0  13.6   1   2  2.5e-118  4.4e-116  387.7   4.0    10   594    18   624    15   663 0.86 -
TRINITY_DN4888_c0_g1_i8:1115-4885  -           1257 5517at7898           -           1269  2.2e-229  763.0  13.6   2   2    8e-116  1.4e-113  379.4   2.1   770  1223   758  1243   736  1252 0.90 -
TRINITY_DN31043_c0_g1_i3:836-4366  -           1177 5517at7898           -           1269  8.7e-155  515.9  17.9   1   2   2.1e-76   3.8e-74  248.8   9.0    85   593     7   520     1   529 0.84 -
TRINITY_DN31043_c0_g1_i3:836-4366  -           1177 5517at7898           -           1269  8.7e-155  515.9  17.9   2   2   2.3e-82   4.1e-80  268.5   1.5   739  1223   634  1161   596  1177 0.80 -
TRINITY_DN2311_c0_g1_i6:406-4371   -           1322 5517at7898           -           1269  2.5e-154  514.4  19.2   1   2   7.7e-79   1.4e-76  256.8   8.5    55   653   108   715    93   738 0.79 -
TRINITY_DN2311_c0_g1_i6:406-4371   -           1322 5517at7898           -           1269  2.5e-154  514.4  19.2   2   2   7.1e-80   1.3e-77  260.3   2.9   787  1225   836  1308   811  1322 0.82 -
TRINITY_DN2311_c0_g1_i5:811-4770   -           1320 5517at7898           -           1269  1.2e-153  512.1  20.4   1   2   7.5e-79   1.3e-76  256.9   8.3    55   653   108   715    94   746 0.79 -
TRINITY_DN2311_c0_g1_i5:811-4770   -           1320 5517at7898           -           1269  1.2e-153  512.1  20.4   2   2   3.4e-79     6e-77  258.0   4.2   787  1224   836  1307   808  1315 0.83 -
TRINITY_DN2311_c0_g1_i2:786-4442   -           1219 5517at7898           -           1269  7.9e-153  509.4  19.8   1   2   9.8e-79   1.8e-76  256.5   8.5    51   653     8   612     2   642 0.80 -
TRINITY_DN2311_c0_g1_i2:786-4442   -           1219 5517at7898           -           1269  7.9e-153  509.4  19.8   2   2   1.4e-78   2.5e-76  256.0   3.4   788  1225   734  1205   707  1219 0.82 -
TRINITY_DN5106_c0_g1_i5:45-2615    -            857 5517at7898           -           1269  2.9e-127  424.7   8.8   1   2   2.3e-54   4.2e-52  175.7   0.0   388   591     1   204     1   217 0.97 -
TRINITY_DN5106_c0_g1_i5:45-2615    -            857 5517at7898           -           1269  2.9e-127  424.7   8.8   2   2   1.7e-76   3.1e-74  249.1   6.1   767  1224   353   844   335   857 0.85 -
TRINITY_DN5106_c0_g1_i4:45-2618    -            858 5517at7898           -           1269  1.1e-126  422.8   9.6   1   2   2.3e-54   4.2e-52  175.7   0.0   388   591     1   204     1   217 0.97 -
TRINITY_DN5106_c0_g1_i4:45-2618    -            858 5517at7898           -           1269  1.1e-126  422.8   9.6   2   2   6.5e-76   1.2e-73  247.1   7.0   767  1224   354   845   336   858 0.85 -
TRINITY_DN2311_c0_g1_i9:14-2941    -            976 5517at7898           -           1269  7.7e-113  376.9  19.2   1   2   3.6e-75   6.4e-73  244.7   5.9   124   653     1   529     1   560 0.84 -
TRINITY_DN2311_c0_g1_i9:14-2941    -            976 5517at7898           -           1269  7.7e-113  376.9  19.2   2   2   4.3e-42   7.7e-40  135.1   5.3   787  1086   650   975   625   976 0.79 -
TRINITY_DN886_c2_g1_i1:981-2738    -            586 5517at7898           -           1269   3.9e-28   96.3   0.0   1   1   2.6e-30   4.8e-28   96.0   0.0  1028  1224   350   556   198   562 0.83 -
TRINITY_DN16709_c0_g1_i1:610-2124  -            505 5517at7898           -           1269   1.4e-27   94.5   0.4   1   2   6.7e-05     0.012   11.9   0.2   785   856     2    73     1   185 0.80 -
TRINITY_DN16709_c0_g1_i1:610-2124  -            505 5517at7898           -           1269   1.4e-27   94.5   0.4   2   2   9.6e-26   1.7e-23   80.9   0.0   388   594   284   503   255   505 0.84 -
TRINITY_DN16709_c0_g1_i4:610-2124  -            505 5517at7898           -           1269   1.4e-27   94.5   0.4   1   2   6.7e-05     0.012   11.9   0.2   785   856     2    73     1   185 0.80 -
TRINITY_DN16709_c0_g1_i4:610-2124  -            505 5517at7898           -           1269   1.4e-27   94.5   0.4   2   2   9.6e-26   1.7e-23   80.9   0.0   388   594   284   503   255   505 0.84 -
TRINITY_DN16709_c0_g1_i7:610-2124  -            505 5517at7898           -           1269   1.4e-27   94.5   0.4   1   2   6.7e-05     0.012   11.9   0.2   785   856     2    73     1   185 0.80 -
TRINITY_DN16709_c0_g1_i7:610-2124  -            505 5517at7898           -           1269   1.4e-27   94.5   0.4   2   2   9.6e-26   1.7e-23   80.9   0.0   388   594   284   503   255   505 0.84 -
TRINITY_DN6949_c0_g2_i2:501-1976   -            492 5517at7898           -           1269     6e-24   82.5   0.0   1   1   1.5e-25   2.6e-23   80.3   0.0   808  1223    10   459     1   470 0.74 -
TRINITY_DN12488_c0_g1_i2:0-3224    -           1075 5517at7898           -           1269   2.2e-22   77.3   0.1   1   2   1.2e-12   2.2e-10   37.5   0.0  1026  1211    66   261    51   272 0.81 -
TRINITY_DN12488_c0_g1_i2:0-3224    -           1075 5517at7898           -           1269   2.2e-22   77.3   0.1   2   2   6.3e-12   1.1e-09   35.2   0.1  1041  1200   908  1073   896  1075 0.73 -
TRINITY_DN12359_c0_g1_i8:391-2028  -            546 5517at7898           -           1269   2.4e-22   77.2   2.1   1   2   3.6e-07   6.5e-05   19.4   1.4   792  1086    52   371    30   372 0.68 -
TRINITY_DN12359_c0_g1_i8:391-2028  -            546 5517at7898           -           1269   2.4e-22   77.2   2.1   2   2   8.5e-21   1.5e-18   64.6   0.0   389   589   324   536   320   541 0.84 -
TRINITY_DN16662_c1_g1_i1:842-2596  -            585 5517at7898           -           1269   2.7e-22   77.0   0.5   1   2    0.0084       1.5    4.9   0.2   801   864    96   159    23   271 0.67 -
TRINITY_DN16662_c1_g1_i1:842-2596  -            585 5517at7898           -           1269   2.7e-22   77.0   0.5   2   2   3.4e-22   6.2e-20   69.2   0.0  1038  1223   359   557   347   560 0.86 -
TRINITY_DN16662_c1_g1_i2:842-2823  -            557 5517at7898           -           1269   3.2e-22   76.8   0.5   1   2     0.011       1.9    4.6   0.2   801   863    96   158    23   227 0.65 -
TRINITY_DN16662_c1_g1_i2:842-2823  -            557 5517at7898           -           1269   3.2e-22   76.8   0.5   2   2   2.8e-22     5e-20   69.5   0.0  1038  1223   331   529   316   533 0.86 -
TRINITY_DN15283_c0_g2_i1:700-2370  -            557 5517at7898           -           1269   4.8e-22   76.2   0.7   1   1   3.2e-24   5.7e-22   75.9   0.7   379   588   332   553     8   557 0.77 -
TRINITY_DN15283_c0_g2_i2:694-2364  -            557 5517at7898           -           1269   4.8e-22   76.2   0.7   1   1   3.2e-24   5.7e-22   75.9   0.7   379   588   332   553     8   557 0.77 -
TRINITY_DN15283_c0_g2_i3:694-2364  -            557 5517at7898           -           1269   4.8e-22   76.2   0.7   1   1   3.2e-24   5.7e-22   75.9   0.7   379   588   332   553     8   557 0.77 -
TRINITY_DN15283_c0_g2_i4:694-2364  -            557 5517at7898           -           1269   4.8e-22   76.2   0.7   1   1   3.2e-24   5.7e-22   75.9   0.7   379   588   332   553     8   557 0.77 -
TRINITY_DN12359_c0_g1_i11:819-2510 -            564 5517at7898           -           1269   1.8e-21   74.2   1.9   1   2     1e-06   0.00018   17.9   1.2   793  1086    71   389    49   391 0.66 -
TRINITY_DN12359_c0_g1_i11:819-2510 -            564 5517at7898           -           1269   1.8e-21   74.2   1.9   2   2   2.1e-20   3.8e-18   63.2   0.0   389   587   342   552   339   559 0.84 -
TRINITY_DN16709_c0_g1_i2:408-1904  -            499 5517at7898           -           1269   2.6e-21   73.7   0.2   1   1   5.9e-06    0.0011   15.4   0.1  1038  1088   275   326   265   344 0.85 -
TRINITY_DN12359_c0_g1_i2:819-2510  -            564 5517at7898           -           1269   4.3e-21   73.0   1.9   1   2   2.5e-06   0.00045   16.6   1.3   792  1086    70   389    48   390 0.66 -
TRINITY_DN12359_c0_g1_i2:819-2510  -            564 5517at7898           -           1269   4.3e-21   73.0   1.9   2   2   2.1e-20   3.8e-18   63.2   0.0   389   587   342   552   339   559 0.84 -
TRINITY_DN1379_c0_g1_i3:23-1525    -            501 5517at7898           -           1269   6.6e-21   72.4   0.1   1   1   6.2e-23   1.1e-20   71.6   0.1   389   592   274   492   266   497 0.60 -
TRINITY_DN1379_c0_g1_i4:55-1617    -            521 5517at7898           -           1269   9.9e-21   71.8   0.4   1   1   1.8e-22   3.2e-20   70.1   0.1   388   592   300   517   281   520 0.70 -
TRINITY_DN1100_c0_g1_i4:569-2071   -            501 5517at7898           -           1269   1.9e-20   70.9   0.0   1   1   1.6e-22   2.9e-20   70.2   0.0   389   584   282   492   267   501 0.81 -
TRINITY_DN12359_c0_g1_i5:391-1800  -            470 5517at7898           -           1269     4e-20   69.8   1.7   1   2     6e-05     0.011   12.1   0.6   820  1086     4   295     1   297 0.61 -
TRINITY_DN12359_c0_g1_i5:391-1800  -            470 5517at7898           -           1269     4e-20   69.8   1.7   2   2   6.8e-21   1.2e-18   64.9   0.0   389   589   248   460   246   464 0.83 -
TRINITY_DN1100_c0_g1_i7:919-2501   -            487 5517at7898           -           1269   1.2e-18   65.0   0.2   1   2     0.061        11    2.1   0.2   811   896     8   101     2   175 0.54 -
TRINITY_DN1100_c0_g1_i7:919-2501   -            487 5517at7898           -           1269   1.2e-18   65.0   0.2   2   2   2.6e-19   4.7e-17   59.6   0.0  1029  1216   251   448   238   457 0.87 -
TRINITY_DN1100_c0_g1_i10:919-2385  -            489 5517at7898           -           1269   5.3e-18   62.8   0.2   1   2     0.061        11    2.1   0.1   811   896     8   101     2   172 0.54 -
TRINITY_DN1100_c0_g1_i10:919-2385  -            489 5517at7898           -           1269   5.3e-18   62.8   0.2   2   2   6.3e-19   1.1e-16   58.4   0.0   389   585   264   473   244   485 0.63 -
TRINITY_DN1100_c0_g1_i11:919-2385  -            489 5517at7898           -           1269   5.3e-18   62.8   0.2   1   2     0.061        11    2.1   0.1   811   896     8   101     2   172 0.54 -
TRINITY_DN1100_c0_g1_i11:919-2385  -            489 5517at7898           -           1269   5.3e-18   62.8   0.2   2   2   6.3e-19   1.1e-16   58.4   0.0   389   585   264   473   244   485 0.63 -
TRINITY_DN1100_c0_g1_i1:919-2385   -            489 5517at7898           -           1269   5.3e-18   62.8   0.2   1   2     0.061        11    2.1   0.1   811   896     8   101     2   172 0.54 -
TRINITY_DN1100_c0_g1_i1:919-2385   -            489 5517at7898           -           1269   5.3e-18   62.8   0.2   2   2   6.3e-19   1.1e-16   58.4   0.0   389   585   264   473   244   485 0.63 -
TRINITY_DN1100_c0_g1_i2:919-2385   -            489 5517at7898           -           1269   5.3e-18   62.8   0.2   1   2     0.061        11    2.1   0.1   811   896     8   101     2   172 0.54 -
