#                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN17368_c0_g1_i12:775-2676 -            634 14739at7898          -            922  5.8e-124  413.6   2.4   1   3   2.3e-57   7.1e-55  184.9   0.2   125   362     9   245     4   252 0.90 -
TRINITY_DN17368_c0_g1_i12:775-2676 -            634 14739at7898          -            922  5.8e-124  413.6   2.4   2   3   1.1e-56   3.3e-54  182.7   0.0   412   653   254   489   245   496 0.92 -
TRINITY_DN17368_c0_g1_i12:775-2676 -            634 14739at7898          -            922  5.8e-124  413.6   2.4   3   3   5.1e-15   1.6e-12   44.8   0.1   762   820   573   631   564   634 0.91 -
TRINITY_DN17368_c0_g1_i1:775-2676  -            634 14739at7898          -            922  5.8e-124  413.6   2.4   1   3   2.3e-57   7.1e-55  184.9   0.2   125   362     9   245     4   252 0.90 -
TRINITY_DN17368_c0_g1_i1:775-2676  -            634 14739at7898          -            922  5.8e-124  413.6   2.4   2   3   1.1e-56   3.3e-54  182.7   0.0   412   653   254   489   245   496 0.92 -
TRINITY_DN17368_c0_g1_i1:775-2676  -            634 14739at7898          -            922  5.8e-124  413.6   2.4   3   3   5.1e-15   1.6e-12   44.8   0.1   762   820   573   631   564   634 0.91 -
TRINITY_DN17368_c0_g1_i5:850-2751  -            634 14739at7898          -            922  5.8e-124  413.6   2.4   1   3   2.3e-57   7.1e-55  184.9   0.2   125   362     9   245     4   252 0.90 -
TRINITY_DN17368_c0_g1_i5:850-2751  -            634 14739at7898          -            922  5.8e-124  413.6   2.4   2   3   1.1e-56   3.3e-54  182.7   0.0   412   653   254   489   245   496 0.92 -
TRINITY_DN17368_c0_g1_i5:850-2751  -            634 14739at7898          -            922  5.8e-124  413.6   2.4   3   3   5.1e-15   1.6e-12   44.8   0.1   762   820   573   631   564   634 0.91 -
TRINITY_DN17368_c0_g1_i6:879-2780  -            634 14739at7898          -            922  5.8e-124  413.6   2.4   1   3   2.3e-57   7.1e-55  184.9   0.2   125   362     9   245     4   252 0.90 -
TRINITY_DN17368_c0_g1_i6:879-2780  -            634 14739at7898          -            922  5.8e-124  413.6   2.4   2   3   1.1e-56   3.3e-54  182.7   0.0   412   653   254   489   245   496 0.92 -
TRINITY_DN17368_c0_g1_i6:879-2780  -            634 14739at7898          -            922  5.8e-124  413.6   2.4   3   3   5.1e-15   1.6e-12   44.8   0.1   762   820   573   631   564   634 0.91 -
TRINITY_DN17368_c0_g1_i9:775-2676  -            634 14739at7898          -            922  5.8e-124  413.6   2.4   1   3   2.3e-57   7.1e-55  184.9   0.2   125   362     9   245     4   252 0.90 -
TRINITY_DN17368_c0_g1_i9:775-2676  -            634 14739at7898          -            922  5.8e-124  413.6   2.4   2   3   1.1e-56   3.3e-54  182.7   0.0   412   653   254   489   245   496 0.92 -
TRINITY_DN17368_c0_g1_i9:775-2676  -            634 14739at7898          -            922  5.8e-124  413.6   2.4   3   3   5.1e-15   1.6e-12   44.8   0.1   762   820   573   631   564   634 0.91 -
TRINITY_DN17368_c0_g1_i14:870-2771 -            634 14739at7898          -            922  2.5e-121  404.9   2.8   1   3   8.2e-55   2.5e-52  176.5   0.2   125   362     9   245     4   252 0.90 -
TRINITY_DN17368_c0_g1_i14:870-2771 -            634 14739at7898          -            922  2.5e-121  404.9   2.8   2   3   1.1e-56   3.3e-54  182.7   0.0   412   653   254   489   245   496 0.92 -
TRINITY_DN17368_c0_g1_i14:870-2771 -            634 14739at7898          -            922  2.5e-121  404.9   2.8   3   3   5.1e-15   1.6e-12   44.8   0.1   762   820   573   631   564   634 0.91 -
TRINITY_DN17368_c0_g1_i4:850-2751  -            634 14739at7898          -            922  2.5e-121  404.9   2.8   1   3   8.2e-55   2.5e-52  176.5   0.2   125   362     9   245     4   252 0.90 -
TRINITY_DN17368_c0_g1_i4:850-2751  -            634 14739at7898          -            922  2.5e-121  404.9   2.8   2   3   1.1e-56   3.3e-54  182.7   0.0   412   653   254   489   245   496 0.92 -
TRINITY_DN17368_c0_g1_i4:850-2751  -            634 14739at7898          -            922  2.5e-121  404.9   2.8   3   3   5.1e-15   1.6e-12   44.8   0.1   762   820   573   631   564   634 0.91 -
TRINITY_DN17368_c0_g1_i15:0-1631   -            544 14739at7898          -            922  9.2e-112  373.2   0.7   1   2   1.6e-57   4.9e-55  185.5   0.1   125   362     9   245     4   253 0.90 -
TRINITY_DN17368_c0_g1_i15:0-1631   -            544 14739at7898          -            922  9.2e-112  373.2   0.7   2   2   7.6e-58   2.3e-55  186.6   0.0   412   653   254   489   245   495 0.92 -
TRINITY_DN6475_c0_g1_i11:474-2408  -            645 14739at7898          -            922  2.1e-106  355.5   0.2   1   2     4e-50   1.2e-47  161.0   0.0   130   365     1   239     1   244 0.88 -
TRINITY_DN6475_c0_g1_i11:474-2408  -            645 14739at7898          -            922  2.1e-106  355.5   0.2   2   2   1.3e-59     4e-57  192.4   0.0   416   827   250   638   241   643 0.87 -
TRINITY_DN6475_c0_g1_i3:454-2388   -            645 14739at7898          -            922  2.1e-106  355.5   0.2   1   2     4e-50   1.2e-47  161.0   0.0   130   365     1   239     1   244 0.88 -
TRINITY_DN6475_c0_g1_i3:454-2388   -            645 14739at7898          -            922  2.1e-106  355.5   0.2   2   2   1.3e-59     4e-57  192.4   0.0   416   827   250   638   241   643 0.87 -
TRINITY_DN6475_c0_g1_i5:454-2388   -            645 14739at7898          -            922  2.1e-106  355.5   0.2   1   2     4e-50   1.2e-47  161.0   0.0   130   365     1   239     1   244 0.88 -
TRINITY_DN6475_c0_g1_i5:454-2388   -            645 14739at7898          -            922  2.1e-106  355.5   0.2   2   2   1.3e-59     4e-57  192.4   0.0   416   827   250   638   241   643 0.87 -
TRINITY_DN49468_c0_g1_i1:208-1542  -            445 14739at7898          -            922   9.7e-99  330.1   0.0   1   2     2e-62     6e-60  201.7   0.0   132   363    18   262     6   280 0.88 -
TRINITY_DN49468_c0_g1_i1:208-1542  -            445 14739at7898          -            922   9.7e-99  330.1   0.0   2   2   8.5e-40   2.6e-37  126.8   0.0   414   570   280   437   265   444 0.92 -
TRINITY_DN16158_c0_g2_i1:13-1272   -            420 14739at7898          -            922   1.2e-98  329.8   0.0   1   2   3.6e-57   1.1e-54  184.3   0.0   126   357     5   235     1   247 0.91 -
TRINITY_DN16158_c0_g2_i1:13-1272   -            420 14739at7898          -            922   1.2e-98  329.8   0.0   2   2     7e-45   2.1e-42  143.7   0.0   412   577   249   415   241   418 0.94 -
TRINITY_DN2405_c1_g6_i1:8-1786     -            593 14739at7898          -            922   1.2e-91  306.7   0.3   1   2   8.1e-60   2.5e-57  193.1   0.0   122   363   241   482   221   493 0.90 -
TRINITY_DN2405_c1_g6_i1:8-1786     -            593 14739at7898          -            922   1.2e-91  306.7   0.3   2   2   3.8e-35   1.2e-32  111.4   0.1   415   513   494   592   489   593 0.97 -
TRINITY_DN2405_c1_g5_i1:2-1198     -            399 14739at7898          -            922   1.1e-88  296.9   1.3   1   2   5.1e-60   1.5e-57  193.8   0.0   114   363    28   287    20   293 0.87 -
TRINITY_DN2405_c1_g5_i1:2-1198     -            399 14739at7898          -            922   1.1e-88  296.9   1.3   2   2   2.2e-32   6.7e-30  102.3   0.2   416   512   302   398   294   399 0.97 -
TRINITY_DN6475_c0_g1_i10:372-1553  -            394 14739at7898          -            922   4.9e-78  261.6   0.1   1   2   3.9e-34   1.2e-31  108.1   0.0   193   365     2   172     1   176 0.88 -
TRINITY_DN6475_c0_g1_i10:372-1553  -            394 14739at7898          -            922   4.9e-78  261.6   0.1   2   2   2.3e-47   6.9e-45  151.9   0.0   416   625   183   392   174   394 0.92 -
TRINITY_DN17368_c0_g1_i7:3-1076    -            358 14739at7898          -            922   5.5e-63  211.8   0.0   1   2   2.2e-08   6.8e-06   22.9   0.0   306   362     4    60     1    67 0.87 -
TRINITY_DN17368_c0_g1_i7:3-1076    -            358 14739at7898          -            922   5.5e-63  211.8   0.0   2   2   4.6e-58   1.4e-55  187.3   0.0   412   653    69   304    60   310 0.92 -
TRINITY_DN8633_c0_g1_i2:194-2455   -            754 14739at7898          -            922   4.8e-61  205.4   0.2   1   2   6.4e-28   1.9e-25   87.5   0.6   132   317     7   194     2   203 0.83 -
TRINITY_DN8633_c0_g1_i2:194-2455   -            754 14739at7898          -            922   4.8e-61  205.4   0.2   2   2   2.7e-36   8.2e-34  115.3   0.0   416   633   300   512   286   531 0.93 -
TRINITY_DN8633_c0_g1_i3:194-2455   -            754 14739at7898          -            922   4.8e-61  205.4   0.2   1   2   6.4e-28   1.9e-25   87.5   0.6   132   317     7   194     2   203 0.83 -
TRINITY_DN8633_c0_g1_i3:194-2455   -            754 14739at7898          -            922   4.8e-61  205.4   0.2   2   2   2.7e-36   8.2e-34  115.3   0.0   416   633   300   512   286   531 0.93 -
TRINITY_DN39110_c0_g1_i2:94-2076   -            661 14739at7898          -            922   3.6e-53  179.3   0.0   1   2     4e-11   1.2e-08   32.0   0.0   202   313     3   107     1   116 0.86 -
TRINITY_DN39110_c0_g1_i2:94-2076   -            661 14739at7898          -            922   3.6e-53  179.3   0.0   2   2   2.7e-45   8.3e-43  145.0   0.0   415   803   233   613   213   621 0.80 -
TRINITY_DN39110_c0_g1_i1:2-2011    -            670 14739at7898          -            922   3.8e-53  179.2   0.0   1   2   4.1e-11   1.2e-08   31.9   0.0   202   313     3   107     1   116 0.86 -
TRINITY_DN39110_c0_g1_i1:2-2011    -            670 14739at7898          -            922   3.8e-53  179.2   0.0   2   2   2.8e-45   8.7e-43  145.0   0.0   415   803   233   613   213   621 0.80 -
TRINITY_DN22515_c0_g2_i1:1-204     -             68 14739at7898          -            922   5.4e-36  122.5   0.3   1   1   1.9e-38   5.9e-36  122.4   0.3   132   196     1    68     1    68 0.97 -
TRINITY_DN2405_c1_g2_i1:68-856     -            263 14739at7898          -            922   3.3e-28   96.7   0.0   1   1   3.1e-30   9.3e-28   95.2   0.0   533   822     4   260     1   263 0.87 -
TRINITY_DN2405_c1_g2_i2:68-856     -            263 14739at7898          -            922   3.3e-28   96.7   0.0   1   1   3.1e-30   9.3e-28   95.2   0.0   533   822     4   260     1   263 0.87 -
TRINITY_DN35914_c0_g1_i1:0-182     -             61 14739at7898          -            922   3.5e-11   40.4   0.0   1   1   1.2e-13   3.7e-11   40.3   0.0   161   216     1    60     1    61 0.84 -
TRINITY_DN45633_c0_g1_i1:69-356    -             96 14739at7898          -            922   2.9e-08   30.7   0.0   1   1     1e-10   3.1e-08   30.6   0.0   130   202     2    79     1    90 0.87 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/14739at7898.hmm
# Target file:     /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/rerun_results/trinity.Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/hmmer_output/rerun_results/14739at7898.out --cpu 1 /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/14739at7898.hmm /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/rerun_results/trinity.Trinity.fasta.modified.fas 
# Current dir:     /home/ericjuo/Projects/salmo_trutta_rna_seq
# Date:            Fri Apr 29 13:04:02 2022
# [ok]
