#                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                   accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#           ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN55759_c0_g1_i1:76-363 -             96 126374at7898         -            134   8.8e-54  180.2   0.1   1   1   1.4e-56   9.8e-54  180.1   0.1     1    91     4    96     4    96 0.98 -
TRINITY_DN35838_c0_g1_i1:2-280  -             93 126374at7898         -            134   3.1e-51  172.0   0.1   1   1   4.8e-54   3.5e-51  171.8   0.1     1    88     4    93     4    93 0.98 -
TRINITY_DN51_c0_g1_i17:746-1177 -            144 126374at7898         -            134   1.2e-37  128.0   0.1   1   1     2e-40   1.4e-37  127.7   0.1     1   133     3   142     3   143 0.91 -
TRINITY_DN51_c0_g1_i14:746-1180 -            145 126374at7898         -            134   1.2e-37  128.0   0.1   1   1   2.1e-40   1.5e-37  127.7   0.1     1   133     4   143     4   144 0.91 -
TRINITY_DN51_c0_g1_i27:746-1180 -            145 126374at7898         -            134   1.2e-37  128.0   0.1   1   1   2.1e-40   1.5e-37  127.7   0.1     1   133     4   143     4   144 0.91 -
TRINITY_DN51_c0_g1_i6:746-1189  -            148 126374at7898         -            134   1.3e-37  127.9   0.1   1   1   2.2e-40   1.6e-37  127.6   0.1     1   133     7   146     7   147 0.91 -
TRINITY_DN51_c0_g1_i1:881-1312  -            144 126374at7898         -            134   2.3e-35  120.6   0.1   1   1   4.1e-38   2.9e-35  120.3   0.1     1   133     3   142     3   143 0.91 -
TRINITY_DN51_c0_g1_i35:747-1178 -            144 126374at7898         -            134   2.3e-35  120.6   0.1   1   1   4.1e-38   2.9e-35  120.3   0.1     1   133     3   142     3   143 0.91 -
TRINITY_DN51_c0_g1_i36:746-1177 -            144 126374at7898         -            134   2.3e-35  120.6   0.1   1   1   4.1e-38   2.9e-35  120.3   0.1     1   133     3   142     3   143 0.91 -
TRINITY_DN51_c0_g1_i26:62-295   -             78 126374at7898         -            134   4.1e-22   77.7   0.6   1   1   6.2e-25   4.5e-22   77.6   0.6    59   134     1    77     1    77 0.97 -
TRINITY_DN51_c0_g1_i16:873-1106 -             78 126374at7898         -            134   2.8e-20   71.8   0.1   1   1   4.3e-23   3.1e-20   71.7   0.1    59   133     1    76     1    77 0.97 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/126374at7898.hmm
# Target file:     /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/rerun_results/trinity.Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/hmmer_output/rerun_results/126374at7898.out --cpu 1 /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/126374at7898.hmm /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/rerun_results/trinity.Trinity.fasta.modified.fas 
# Current dir:     /home/ericjuo/Projects/salmo_trutta_rna_seq
# Date:            Fri Apr 29 13:04:30 2022
# [ok]
