#                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN10262_c0_g1_i1:49-870     -            274 76220at7898          -            398  4.4e-109  363.8  28.6   1   2   1.5e-59   2.7e-57  193.3   0.8     1   116     1   131     1   138 0.86 -
TRINITY_DN10262_c0_g1_i1:49-870     -            274 76220at7898          -            398  4.4e-109  363.8  28.6   2   2   5.8e-54     1e-51  174.9  22.0   104   229   141   274   129   274 0.90 -
TRINITY_DN13125_c0_g1_i12:1618-2217 -            200 76220at7898          -            398   5.1e-09   34.3  17.9   1   5    0.0042      0.74    7.4   0.5     7    31     1    25     1    27 0.93 -
TRINITY_DN13125_c0_g1_i12:1618-2217 -            200 76220at7898          -            398   5.1e-09   34.3  17.9   2   5    0.0021      0.37    8.4   0.7     3    31    27    55    25    82 0.86 -
TRINITY_DN13125_c0_g1_i12:1618-2217 -            200 76220at7898          -            398   5.1e-09   34.3  17.9   3   5    0.0013      0.23    9.1   0.1     4    31    88   115    85   117 0.90 -
TRINITY_DN13125_c0_g1_i12:1618-2217 -            200 76220at7898          -            398   5.1e-09   34.3  17.9   4   5     0.016       2.8    5.5   0.1     4    27   118   141   115   148 0.73 -
TRINITY_DN13125_c0_g1_i12:1618-2217 -            200 76220at7898          -            398   5.1e-09   34.3  17.9   5   5   4.4e-05    0.0078   14.0   0.3     4    31   148   175   145   189 0.86 -
TRINITY_DN13125_c0_g1_i15:817-1416  -            200 76220at7898          -            398   5.1e-09   34.3  17.9   1   5    0.0042      0.74    7.4   0.5     7    31     1    25     1    27 0.93 -
TRINITY_DN13125_c0_g1_i15:817-1416  -            200 76220at7898          -            398   5.1e-09   34.3  17.9   2   5    0.0021      0.37    8.4   0.7     3    31    27    55    25    82 0.86 -
TRINITY_DN13125_c0_g1_i15:817-1416  -            200 76220at7898          -            398   5.1e-09   34.3  17.9   3   5    0.0013      0.23    9.1   0.1     4    31    88   115    85   117 0.90 -
TRINITY_DN13125_c0_g1_i15:817-1416  -            200 76220at7898          -            398   5.1e-09   34.3  17.9   4   5     0.016       2.8    5.5   0.1     4    27   118   141   115   148 0.73 -
TRINITY_DN13125_c0_g1_i15:817-1416  -            200 76220at7898          -            398   5.1e-09   34.3  17.9   5   5   4.4e-05    0.0078   14.0   0.3     4    31   148   175   145   189 0.86 -
TRINITY_DN13125_c0_g1_i16:775-1374  -            200 76220at7898          -            398   5.1e-09   34.3  17.9   1   5    0.0042      0.74    7.4   0.5     7    31     1    25     1    27 0.93 -
