#                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN16890_c0_g1_i2:314-550 -             79 114667at7898         -            182   2.4e-09   35.8   0.1   1   1   3.3e-12   2.9e-09   35.6   0.1    55   111    21    78    17    79 0.88 -
TRINITY_DN65663_c0_g1_i1:363-590 -             76 114667at7898         -            182   4.4e-09   35.0   0.3   1   1   5.7e-12     5e-09   34.8   0.3    55   112    11    68     4    75 0.91 -
TRINITY_DN54944_c0_g1_i1:18-239  -             74 114667at7898         -            182   7.9e-09   34.1   0.0   1   1   9.6e-12   8.4e-09   34.0   0.0    61   114     6    60     1    69 0.88 -
TRINITY_DN9519_c0_g1_i4:821-1039 -             73 114667at7898         -            182   1.1e-08   33.7   0.0   1   1   1.3e-11   1.2e-08   33.6   0.0    55   111    15    72     8    73 0.88 -
TRINITY_DN17727_c0_g1_i2:0-266   -             89 114667at7898         -            182   1.1e-07   30.5   0.1   1   1   1.8e-10   1.6e-07   29.9   0.1    60   109     3    53     2    59 0.88 -
TRINITY_DN17727_c0_g1_i1:0-266   -             89 114667at7898         -            182   1.1e-07   30.4   0.1   1   1   1.8e-10   1.6e-07   29.9   0.1    60   109     3    53     2    59 0.88 -
TRINITY_DN27543_c0_g2_i1:59-370  -            104 114667at7898         -            182   8.8e-06   24.2   0.0   1   1   1.2e-08   1.1e-05   23.9   0.0    56   115     5    66     2    78 0.85 -
TRINITY_DN27543_c0_g1_i1:288-575 -             96 114667at7898         -            182   0.00012   20.5   0.0   1   1   1.6e-07   0.00014   20.3   0.0    61   121     2    64     1    75 0.85 -
TRINITY_DN34072_c0_g1_i1:431-661 -             77 114667at7898         -            182    0.0036   15.7   0.1   1   1   1.6e-05     0.014   13.8   0.1    56    94     1    39     1    75 0.83 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/114667at7898.hmm
# Target file:     /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/rerun_results/trinity.Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/hmmer_output/rerun_results/114667at7898.out --cpu 1 /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/114667at7898.hmm /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/rerun_results/trinity.Trinity.fasta.modified.fas 
# Current dir:     /home/ericjuo/Projects/salmo_trutta_rna_seq
# Date:            Fri Apr 29 13:04:09 2022
# [ok]
