#                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN8541_c0_g1_i1:364-1707  -            448 45750at7898          -            426   2.5e-85  285.8   0.3   1   1   7.8e-88   2.9e-85  285.6   0.3     2   405    29   447    28   448 0.88 -
TRINITY_DN13253_c1_g3_i2:13-1389  -            459 45750at7898          -            426   7.7e-82  274.3   0.0   1   1   2.6e-84     1e-81  273.9   0.0    14   426     7   448     3   448 0.87 -
TRINITY_DN15029_c0_g1_i3:967-2733 -            589 45750at7898          -            426   6.1e-67  225.2   0.0   1   2   9.7e-26   3.7e-23   81.0   0.0    18   160     3   147     1   155 0.87 -
TRINITY_DN15029_c0_g1_i3:967-2733 -            589 45750at7898          -            426   6.1e-67  225.2   0.0   2   2   2.5e-44   9.5e-42  142.2   0.0   149   426   310   588   300   588 0.87 -
TRINITY_DN15029_c0_g1_i2:969-2735 -            589 45750at7898          -            426   7.3e-67  225.0   0.0   1   2   9.7e-26   3.7e-23   81.0   0.0    18   160     3   147     1   155 0.87 -
TRINITY_DN15029_c0_g1_i2:969-2735 -            589 45750at7898          -            426   7.3e-67  225.0   0.0   2   2     3e-44   1.1e-41  142.0   0.0   149   426   310   588   300   588 0.86 -
TRINITY_DN6214_c0_g1_i1:890-2791  -            634 45750at7898          -            426   7.4e-64  215.1   0.2   1   2   6.8e-30   2.6e-27   94.7   0.0     2   160    28   196    27   202 0.81 -
TRINITY_DN6214_c0_g1_i1:890-2791  -            634 45750at7898          -            426   7.4e-64  215.1   0.2   2   2   4.1e-37   1.6e-34  118.4   0.0   146   408   356   633   349   634 0.79 -
TRINITY_DN6214_c0_g1_i3:871-2772  -            634 45750at7898          -            426   7.4e-64  215.1   0.2   1   2   6.8e-30   2.6e-27   94.7   0.0     2   160    28   196    27   202 0.81 -
TRINITY_DN6214_c0_g1_i3:871-2772  -            634 45750at7898          -            426   7.4e-64  215.1   0.2   2   2   4.1e-37   1.6e-34  118.4   0.0   146   408   356   633   349   634 0.79 -
TRINITY_DN1252_c0_g1_i1:110-1363  -            418 45750at7898          -            426   3.7e-63  212.8   0.0   1   1   1.3e-65   4.9e-63  212.3   0.0    19   375    43   406    33   418 0.86 -
TRINITY_DN1252_c0_g1_i3:110-1363  -            418 45750at7898          -            426   3.7e-63  212.8   0.0   1   1   1.3e-65   4.9e-63  212.3   0.0    19   375    43   406    33   418 0.86 -
TRINITY_DN15981_c0_g2_i1:41-1402  -            454 45750at7898          -            426   1.7e-62  210.5   0.2   1   1   5.7e-65   2.1e-62  210.2   0.2    30   406    56   454    42   454 0.83 -
TRINITY_DN2546_c0_g1_i1:161-1756  -            532 45750at7898          -            426     2e-53  180.7   0.1   1   1   4.1e-55   1.6e-52  177.8   0.1    10   404    51   509    33   520 0.76 -
TRINITY_DN2546_c0_g1_i2:161-1756  -            532 45750at7898          -            426     2e-53  180.7   0.1   1   1   4.1e-55   1.6e-52  177.8   0.1    10   404    51   509    33   520 0.76 -
TRINITY_DN2546_c0_g1_i3:161-1756  -            532 45750at7898          -            426     2e-53  180.7   0.1   1   1   4.1e-55   1.6e-52  177.8   0.1    10   404    51   509    33   520 0.76 -
TRINITY_DN3620_c2_g1_i3:689-1891  -            401 45750at7898          -            426     2e-53  180.7   1.1   1   2   1.3e-42   4.7e-40  136.6   0.0    21   218     2   201     1   210 0.87 -
TRINITY_DN3620_c2_g1_i3:689-1891  -            401 45750at7898          -            426     2e-53  180.7   1.1   2   2     4e-14   1.5e-11   42.7   0.6   242   395   241   400   236   401 0.83 -
TRINITY_DN3620_c2_g1_i4:429-1631  -            401 45750at7898          -            426     2e-53  180.7   1.1   1   2   1.3e-42   4.7e-40  136.6   0.0    21   218     2   201     1   210 0.87 -
TRINITY_DN3620_c2_g1_i4:429-1631  -            401 45750at7898          -            426     2e-53  180.7   1.1   2   2     4e-14   1.5e-11   42.7   0.6   242   395   241   400   236   401 0.83 -
TRINITY_DN13253_c1_g3_i1:2-769    -            256 45750at7898          -            426   1.2e-42  145.2   0.1   1   1   3.5e-45   1.3e-42  145.0   0.1   179   426     1   256     1   256 0.92 -
TRINITY_DN23571_c0_g3_i1:80-682   -            201 45750at7898          -            426   1.1e-39  135.5   0.0   1   1   3.2e-42   1.2e-39  135.3   0.0    43   219     2   199     1   201 0.81 -
TRINITY_DN26313_c0_g1_i1:0-863    -            288 45750at7898          -            426     1e-30  105.9   0.4   1   1   3.7e-33   1.4e-30  105.4   0.4    62   217    89   262    73   269 0.83 -
TRINITY_DN2520_c0_g1_i1:1361-4159 -            933 45750at7898          -            426     0.072   10.8   0.0   1   1    0.0003      0.11   10.2   0.0   159   218   130   192   112   224 0.68 -
TRINITY_DN2520_c0_g1_i2:1500-4298 -            933 45750at7898          -            426     0.072   10.8   0.0   1   1    0.0003      0.11   10.2   0.0   159   218   130   192   112   224 0.68 -
TRINITY_DN2520_c0_g1_i4:1007-3805 -            933 45750at7898          -            426     0.072   10.8   0.0   1   1    0.0003      0.11   10.2   0.0   159   218   130   192   112   224 0.68 -
TRINITY_DN2520_c0_g1_i5:1583-4381 -            933 45750at7898          -            426     0.072   10.8   0.0   1   1    0.0003      0.11   10.2   0.0   159   218   130   192   112   224 0.68 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/45750at7898.hmm
# Target file:     /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/rerun_results/trinity.Trinity.fasta.modified.fas
