#                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN73_c0_g1_i11:92-1114    -            341 80423at7898          -            250    1e-135  450.6  13.6   1   1    6e-137  1.4e-134  446.9  13.6     2   250    70   341    69   341 0.94 -
TRINITY_DN73_c0_g1_i27:92-1114    -            341 80423at7898          -            250    1e-135  450.6  13.6   1   1    6e-137  1.4e-134  446.9  13.6     2   250    70   341    69   341 0.94 -
TRINITY_DN73_c0_g1_i50:92-1114    -            341 80423at7898          -            250    1e-135  450.6  13.6   1   1    6e-137  1.4e-134  446.9  13.6     2   250    70   341    69   341 0.94 -
TRINITY_DN73_c0_g1_i56:92-1114    -            341 80423at7898          -            250    1e-135  450.6  13.6   1   1    6e-137  1.4e-134  446.9  13.6     2   250    70   341    69   341 0.94 -
TRINITY_DN881_c0_g1_i1:181-1071   -            297 80423at7898          -            250   2.4e-51  174.2   7.0   1   1   1.2e-51   2.7e-49  167.5   7.0     6   243    29   293    24   296 0.81 -
TRINITY_DN881_c0_g1_i2:181-1071   -            297 80423at7898          -            250   2.4e-51  174.2   7.0   1   1   1.2e-51   2.7e-49  167.5   7.0     6   243    29   293    24   296 0.81 -
TRINITY_DN4659_c0_g1_i4:575-1453  -            293 80423at7898          -            250   8.3e-49  165.9   1.1   1   1   7.3e-49   1.6e-46  158.3   1.1    15   241    44   293    28   293 0.83 -
TRINITY_DN4659_c0_g1_i5:397-1275  -            293 80423at7898          -            250   8.3e-49  165.9   1.1   1   1   7.3e-49   1.6e-46  158.3   1.1    15   241    44   293    28   293 0.83 -
TRINITY_DN4659_c0_g1_i7:575-1453  -            293 80423at7898          -            250   8.3e-49  165.9   1.1   1   1   7.3e-49   1.6e-46  158.3   1.1    15   241    44   293    28   293 0.83 -
TRINITY_DN4659_c0_g1_i9:770-1648  -            293 80423at7898          -            250   8.3e-49  165.9   1.1   1   1   7.3e-49   1.6e-46  158.3   1.1    15   241    44   293    28   293 0.83 -
TRINITY_DN1894_c0_g1_i1:291-1112  -            274 80423at7898          -            250   1.3e-48  165.2   1.2   1   1   2.5e-49   5.6e-47  159.9   1.2    36   244    52   271     3   273 0.83 -
TRINITY_DN1894_c0_g1_i3:291-1378  -            274 80423at7898          -            250   1.3e-48  165.2   1.2   1   1   2.5e-49   5.6e-47  159.9   1.2    36   244    52   271     3   273 0.83 -
TRINITY_DN4659_c0_g1_i8:770-1648  -            293 80423at7898          -            250   1.5e-48  165.0   1.1   1   1   1.1e-48   2.4e-46  157.8   1.1    15   241    44   293    28   293 0.84 -
TRINITY_DN5170_c0_g1_i1:566-1456  -            297 80423at7898          -            250     2e-47  161.3   4.2   1   1   8.1e-48   1.8e-45  154.9   4.2     4   243    27   293    24   296 0.77 -
TRINITY_DN220_c0_g1_i1:136-1029   -            298 80423at7898          -            250     6e-47  159.8   1.0   1   1   4.3e-49   9.9e-47  159.1   1.0    41   242    86   293    75   295 0.89 -
TRINITY_DN220_c0_g1_i7:136-1029   -            298 80423at7898          -            250     6e-47  159.8   1.0   1   1   4.3e-49   9.9e-47  159.1   1.0    41   242    86   293    75   295 0.89 -
TRINITY_DN220_c0_g1_i9:189-1082   -            298 80423at7898          -            250     6e-47  159.8   1.0   1   1   4.3e-49   9.9e-47  159.1   1.0    41   242    86   293    75   295 0.89 -
TRINITY_DN220_c0_g1_i10:189-1082  -            298 80423at7898          -            250   1.1e-46  158.9   1.0   1   1   8.2e-49   1.9e-46  158.2   1.0    41   242    86   293    75   295 0.88 -
TRINITY_DN220_c0_g1_i14:189-1082  -            298 80423at7898          -            250   1.1e-46  158.9   1.0   1   1   8.2e-49   1.9e-46  158.2   1.0    41   242    86   293    75   295 0.88 -
TRINITY_DN220_c0_g1_i2:189-1082   -            298 80423at7898          -            250   1.1e-46  158.9   1.0   1   1   8.2e-49   1.9e-46  158.2   1.0    41   242    86   293    75   295 0.88 -
TRINITY_DN220_c2_g1_i1:314-1240   -            309 80423at7898          -            250   3.6e-46  157.2   2.0   1   2       4.1   9.3e+02   -1.4   0.0    15    41    43    69    28    78 0.73 -
TRINITY_DN220_c2_g1_i1:314-1240   -            309 80423at7898          -            250   3.6e-46  157.2   2.0   2   2   2.5e-48   5.6e-46  156.6   0.9    41   244    93   306    85   308 0.88 -
TRINITY_DN16687_c0_g1_i2:111-1016 -            302 80423at7898          -            250   7.8e-46  156.1   1.8   1   2      0.62   1.4e+02    1.3   0.0    18    36    48    66    30    74 0.78 -
TRINITY_DN16687_c0_g1_i2:111-1016 -            302 80423at7898          -            250   7.8e-46  156.1   1.8   2   2   2.3e-47   5.2e-45  153.4   1.1    37   243    89   298    84   301 0.89 -
TRINITY_DN16687_c0_g1_i4:111-1016 -            302 80423at7898          -            250   7.8e-46  156.1   1.8   1   2      0.62   1.4e+02    1.3   0.0    18    36    48    66    30    74 0.78 -
TRINITY_DN16687_c0_g1_i4:111-1016 -            302 80423at7898          -            250   7.8e-46  156.1   1.8   2   2   2.3e-47   5.2e-45  153.4   1.1    37   243    89   298    84   301 0.89 -
TRINITY_DN16687_c0_g1_i1:241-1146 -            302 80423at7898          -            250   8.9e-46  155.9   2.5   1   2      0.62   1.4e+02    1.3   0.0    18    36    48    66    30    74 0.78 -
TRINITY_DN16687_c0_g1_i1:241-1146 -            302 80423at7898          -            250   8.9e-46  155.9   2.5   2   2   2.4e-47   5.4e-45  153.4   1.6    37   243    89   298    84   301 0.89 -
TRINITY_DN265_c0_g1_i1:496-1440   -            315 80423at7898          -            250   1.4e-45  155.3   0.5   1   1   8.6e-48     2e-45  154.8   0.5    35   243    97   311    85   314 0.88 -
TRINITY_DN265_c0_g1_i5:510-1454   -            315 80423at7898          -            250   1.4e-45  155.3   0.5   1   1   8.6e-48     2e-45  154.8   0.5    35   243    97   311    85   314 0.88 -
TRINITY_DN265_c0_g1_i9:497-1441   -            315 80423at7898          -            250   1.4e-45  155.3   0.5   1   1   8.6e-48     2e-45  154.8   0.5    35   243    97   311    85   314 0.88 -
TRINITY_DN265_c0_g1_i3:510-1454   -            315 80423at7898          -            250   2.7e-45  154.4   0.4   1   1   1.7e-47   3.8e-45  153.9   0.4    35   243    97   311    85   314 0.88 -
TRINITY_DN1894_c0_g1_i4:291-1347  -            279 80423at7898          -            250   1.4e-44  152.0   1.2   1   2      0.07        16    4.4   0.0    16    36    11    31     3    46 0.75 -
TRINITY_DN1894_c0_g1_i4:291-1347  -            279 80423at7898          -            250   1.4e-44  152.0   1.2   2   2   2.4e-45   5.5e-43  146.8   0.5    36   244    52   276    31   278 0.84 -
TRINITY_DN3062_c0_g3_i1:131-1789  -            553 80423at7898          -            250   1.8e-43  148.4   3.7   1   1   1.3e-45     3e-43  147.6   3.7    41   246   334   548   326   552 0.88 -
TRINITY_DN5170_c0_g1_i2:581-1153  -            191 80423at7898          -            250   2.1e-37  128.5   0.8   1   1     1e-39   2.4e-37  128.3   0.8    61   242     3   191     1   191 0.82 -
TRINITY_DN6290_c0_g1_i3:383-1753  -            457 80423at7898          -            250   2.8e-34  118.3   0.3   1   1   2.3e-36   5.3e-34  117.4   0.3    40   244   225   447   220   452 0.78 -
TRINITY_DN6290_c0_g1_i4:652-2022  -            457 80423at7898          -            250   2.8e-34  118.3   0.3   1   1   2.3e-36   5.3e-34  117.4   0.3    40   244   225   447   220   452 0.78 -
TRINITY_DN6290_c0_g1_i7:619-1989  -            457 80423at7898          -            250   2.8e-34  118.3   0.3   1   1   2.3e-36   5.3e-34  117.4   0.3    40   244   225   447   220   452 0.78 -
TRINITY_DN6290_c0_g1_i8:651-2021  -            457 80423at7898          -            250   2.8e-34  118.3   0.3   1   1   2.3e-36   5.3e-34  117.4   0.3    40   244   225   447   220   452 0.78 -
TRINITY_DN4_c0_g1_i2:1029-1916    -            296 80423at7898          -            250   6.1e-25   87.7   2.5   1   2   5.1e-11   1.2e-08   34.4   0.4    40   118    50   133    34   143 0.72 -
TRINITY_DN4_c0_g1_i2:1029-1916    -            296 80423at7898          -            250   6.1e-25   87.7   2.5   2   2   7.8e-17   1.8e-14   53.4   0.1   151   246   197   293   188   296 0.86 -
TRINITY_DN81_c2_g1_i1:257-943     -            229 80423at7898          -            250   1.4e-24   86.5   1.6   1   1   7.7e-27   1.7e-24   86.2   1.6    38   231    12   228     4   229 0.76 -
TRINITY_DN81_c2_g1_i2:257-943     -            229 80423at7898          -            250   1.4e-24   86.5   1.6   1   1   7.7e-27   1.7e-24   86.2   1.6    38   231    12   228     4   229 0.76 -
TRINITY_DN4_c0_g1_i5:1031-1954    -            308 80423at7898          -            250   1.7e-24   86.2   2.6   1   2   1.3e-10   2.9e-08   33.1   0.4    40   110    62   139    46   154 0.73 -
TRINITY_DN4_c0_g1_i5:1031-1954    -            308 80423at7898          -            250   1.7e-24   86.2   2.6   2   2   8.5e-17   1.9e-14   53.3   0.1   151   246   209   305   200   308 0.86 -
TRINITY_DN4455_c0_g1_i1:221-1123  -            301 80423at7898          -            250     5e-24   84.7   3.3   1   2   1.4e-09   3.2e-07   29.6   0.6    40   111    59   137    44   145 0.77 -
TRINITY_DN4455_c0_g1_i1:221-1123  -            301 80423at7898          -            250     5e-24   84.7   3.3   2   2   1.6e-17   3.5e-15   55.7   0.1   150   244   204   299   186   301 0.87 -
TRINITY_DN4455_c0_g1_i6:158-1060  -            301 80423at7898          -            250     5e-24   84.7   3.3   1   2   1.4e-09   3.2e-07   29.6   0.6    40   111    59   137    44   145 0.77 -
TRINITY_DN4455_c0_g1_i6:158-1060  -            301 80423at7898          -            250     5e-24   84.7   3.3   2   2   1.6e-17   3.5e-15   55.7   0.1   150   244   204   299   186   301 0.87 -
TRINITY_DN4455_c0_g1_i9:259-1161  -            301 80423at7898          -            250     5e-24   84.7   3.3   1   2   1.4e-09   3.2e-07   29.6   0.6    40   111    59   137    44   145 0.77 -
TRINITY_DN4455_c0_g1_i9:259-1161  -            301 80423at7898          -            250     5e-24   84.7   3.3   2   2   1.6e-17   3.5e-15   55.7   0.1   150   244   204   299   186   301 0.87 -
TRINITY_DN4_c0_g1_i6:1031-1954    -            308 80423at7898          -            250     1e-23   83.7   2.1   1   2   5.5e-11   1.2e-08   34.2   0.4    40   118    62   145    46   155 0.72 -
TRINITY_DN4_c0_g1_i6:1031-1954    -            308 80423at7898          -            250     1e-23   83.7   2.1   2   2   1.6e-15   3.6e-13   49.1   0.1   151   246   209   305   200   308 0.86 -
TRINITY_DN4_c0_g1_i3:890-1768     -            293 80423at7898          -            250   1.5e-23   83.2   2.5   1   2     5e-11   1.1e-08   34.4   0.4    40   118    50   133    34   143 0.72 -
TRINITY_DN4_c0_g1_i3:890-1768     -            293 80423at7898          -            250   1.5e-23   83.2   2.5   2   2   1.9e-15   4.3e-13   48.8   0.1   151   243   197   290   188   293 0.86 -
TRINITY_DN4_c0_g1_i16:1011-1922   -            304 80423at7898          -            250   1.7e-23   82.9   3.4   1   2   9.1e-10   2.1e-07   30.2   0.6    43   110    61   135    52   150 0.71 -
TRINITY_DN4_c0_g1_i16:1011-1922   -            304 80423at7898          -            250   1.7e-23   82.9   3.4   2   2   8.3e-17   1.9e-14   53.3   0.1   151   246   205   301   196   304 0.86 -
TRINITY_DN4_c0_g1_i9:1031-1942    -            304 80423at7898          -            250   1.7e-23   82.9   3.4   1   2   9.1e-10   2.1e-07   30.2   0.6    43   110    61   135    52   150 0.71 -
