#                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN10544_c0_g1_i2:167-1444 -            426 47237at7898          -            451     4e-94  315.5   5.1   1   2   1.5e-94   1.4e-91  307.1   1.2   117   396     1   323     1   347 0.81 -
TRINITY_DN10544_c0_g1_i2:167-1444 -            426 47237at7898          -            451     4e-94  315.5   5.1   2   2   0.00022       0.2    9.9   0.2   416   451   388   426   343   426 0.67 -
TRINITY_DN10544_c0_g1_i5:25-990   -            322 47237at7898          -            451   1.4e-91  307.1   1.2   1   1   2.3e-94   2.1e-91  306.5   1.2   117   392     1   319     1   322 0.82 -
TRINITY_DN18596_c0_g1_i1:107-1867 -            510 47237at7898          -            451   1.5e-08   33.4   1.6   1   1   3.4e-11   3.2e-08   32.3   1.6    57   338    84   388    78   398 0.64 -
TRINITY_DN18596_c0_g1_i6:107-2146 -            510 47237at7898          -            451   1.2e-07   30.5   3.5   1   1   2.7e-10   2.5e-07   29.4   3.5    57   338    84   388    68   398 0.65 -
TRINITY_DN8068_c0_g1_i2:1632-2408 -            259 47237at7898          -            451   7.8e-07   27.7   0.1   1   1   1.5e-09   1.4e-06   26.9   0.1    41   219    60   259    53   259 0.68 -
TRINITY_DN8068_c0_g1_i3:2147-2923 -            259 47237at7898          -            451   7.8e-07   27.7   0.1   1   1   1.5e-09   1.4e-06   26.9   0.1    41   219    60   259    53   259 0.68 -
TRINITY_DN8068_c0_g1_i5:2144-2920 -            259 47237at7898          -            451   7.8e-07   27.7   0.1   1   1   1.5e-09   1.4e-06   26.9   0.1    41   219    60   259    53   259 0.68 -
TRINITY_DN18596_c0_g1_i5:107-1900 -            505 47237at7898          -            451   1.7e-06   26.6   3.8   1   1     4e-09   3.7e-06   25.5   3.8    79   338   102   383    43   393 0.65 -
TRINITY_DN18596_c0_g1_i3:94-909   -            272 47237at7898          -            451   7.7e-06   24.4   0.2   1   1   9.1e-09   8.4e-06   24.3   0.2    79   222   102   253    10   258 0.65 -
TRINITY_DN2982_c6_g1_i1:1074-1850 -            259 47237at7898          -            451   5.6e-05   21.6   0.1   1   1   6.7e-08   6.2e-05   21.5   0.1    71   207   109   244    64   259 0.65 -
TRINITY_DN29960_c0_g1_i1:183-800  -            206 47237at7898          -            451    0.0001   20.8   0.3   1   1   1.6e-07   0.00015   20.2   0.3    23   160    34   185    26   205 0.71 -
TRINITY_DN14087_c0_g1_i1:33-695   -            221 47237at7898          -            451   0.00019   19.8   0.1   1   1   3.9e-07   0.00036   19.0   0.1    28   158    49   200    18   220 0.73 -
TRINITY_DN1271_c0_g1_i1:987-3816  -            869 47237at7898          -            451     0.019   13.3   0.1   1   2       2.8   2.6e+03   -3.7   0.0   140   163   311   334   288   346 0.58 -
TRINITY_DN1271_c0_g1_i1:987-3816  -            869 47237at7898          -            451     0.019   13.3   0.1   2   2   4.3e-05     0.039   12.2   0.0   116   208   582   671   577   698 0.78 -
TRINITY_DN1271_c0_g1_i3:987-3602  -            872 47237at7898          -            451     0.021   13.1   0.0   1   1   4.3e-05     0.039   12.2   0.0   116   208   585   674   580   701 0.78 -
TRINITY_DN1271_c0_g1_i6:987-3602  -            872 47237at7898          -            451     0.021   13.1   0.0   1   1   4.3e-05     0.039   12.2   0.0   116   208   585   674   580   701 0.78 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/47237at7898.hmm
# Target file:     /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/initial_results/trinity.Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/hmmer_output/initial_run_results/47237at7898.out --cpu 1 /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/47237at7898.hmm /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/initial_results/trinity.Trinity.fasta.modified.fas 
# Current dir:     /home/ericjuo/Projects/salmo_trutta_rna_seq
# Date:            Fri Apr 29 12:54:04 2022
# [ok]
