#                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN8633_c0_g1_i3:38-3241    -           1027 8587at7898           -           1096  3.8e-109  365.6   0.1   1   2   6.5e-48   3.2e-45  153.9   0.1    13   210   225   420   215   426 0.90 -
TRINITY_DN8633_c0_g1_i3:38-3241    -           1027 8587at7898           -           1096  3.8e-109  365.6   0.1   2   2   1.1e-64   5.5e-62  209.4   0.0   232   513   484   766   463   800 0.89 -
TRINITY_DN8633_c0_g1_i2:38-3655    -           1206 8587at7898           -           1096  6.4e-109  364.8   0.1   1   2   8.3e-48   4.1e-45  153.6   0.1    13   210   404   599   394   605 0.90 -
TRINITY_DN8633_c0_g1_i2:38-3655    -           1206 8587at7898           -           1096  6.4e-109  364.8   0.1   2   2   1.5e-64   7.5e-62  209.0   0.0   232   513   663   945   642   978 0.89 -
TRINITY_DN17368_c0_g1_i15:0-1631   -            544 8587at7898           -           1096   4.5e-92  309.1   0.0   1   1   1.1e-94   5.7e-92  308.7   0.0    13   545    13   531     4   542 0.91 -
TRINITY_DN17368_c0_g1_i12:775-2676 -            634 8587at7898           -           1096   3.1e-91  306.3   0.0   1   1   7.8e-94   3.9e-91  306.0   0.0    13   581    13   566     4   601 0.90 -
TRINITY_DN17368_c0_g1_i1:775-2676  -            634 8587at7898           -           1096   3.1e-91  306.3   0.0   1   1   7.8e-94   3.9e-91  306.0   0.0    13   581    13   566     4   601 0.90 -
TRINITY_DN17368_c0_g1_i5:850-2751  -            634 8587at7898           -           1096   3.1e-91  306.3   0.0   1   1   7.8e-94   3.9e-91  306.0   0.0    13   581    13   566     4   601 0.90 -
TRINITY_DN17368_c0_g1_i6:879-2780  -            634 8587at7898           -           1096   3.1e-91  306.3   0.0   1   1   7.8e-94   3.9e-91  306.0   0.0    13   581    13   566     4   601 0.90 -
TRINITY_DN17368_c0_g1_i9:775-2676  -            634 8587at7898           -           1096   3.1e-91  306.3   0.0   1   1   7.8e-94   3.9e-91  306.0   0.0    13   581    13   566     4   601 0.90 -
TRINITY_DN17368_c0_g1_i14:870-2771 -            634 8587at7898           -           1096   3.9e-90  302.7   0.0   1   1   9.7e-93   4.8e-90  302.3   0.0    13   581    13   566     4   601 0.90 -
TRINITY_DN17368_c0_g1_i4:850-2751  -            634 8587at7898           -           1096   3.9e-90  302.7   0.0   1   1   9.7e-93   4.8e-90  302.3   0.0    13   581    13   566     4   601 0.90 -
TRINITY_DN6475_c0_g1_i11:474-2408  -            645 8587at7898           -           1096   6.1e-86  288.7   0.0   1   1   1.6e-88   7.7e-86  288.4   0.0    17   585     4   567     2   622 0.86 -
TRINITY_DN6475_c0_g1_i3:454-2388   -            645 8587at7898           -           1096   6.1e-86  288.7   0.0   1   1   1.6e-88   7.7e-86  288.4   0.0    17   585     4   567     2   622 0.86 -
TRINITY_DN6475_c0_g1_i5:454-2388   -            645 8587at7898           -           1096   6.1e-86  288.7   0.0   1   1   1.6e-88   7.7e-86  288.4   0.0    17   585     4   567     2   622 0.86 -
TRINITY_DN39110_c0_g1_i2:94-2091   -            666 8587at7898           -           1096   1.2e-84  284.5   0.0   1   2   1.3e-21   6.6e-19   66.8   0.0    90   211     6   122     3   126 0.88 -
TRINITY_DN39110_c0_g1_i2:94-2091   -            666 8587at7898           -           1096   1.2e-84  284.5   0.0   2   2   1.5e-66   7.4e-64  215.6   0.0   227   544   197   517   169   574 0.87 -
TRINITY_DN39110_c0_g1_i1:2-2026    -            675 8587at7898           -           1096   1.3e-84  284.4   0.0   1   2   1.4e-21   6.8e-19   66.7   0.0    90   211     6   122     3   126 0.88 -
TRINITY_DN39110_c0_g1_i1:2-2026    -            675 8587at7898           -           1096   1.3e-84  284.4   0.0   2   2   1.6e-66   7.7e-64  215.6   0.0   227   544   197   517   169   574 0.87 -
TRINITY_DN16158_c0_g2_i1:13-1272   -            420 8587at7898           -           1096   2.3e-73  247.1   0.0   1   1     6e-76     3e-73  246.7   0.0    14   430     9   415     3   420 0.91 -
TRINITY_DN49468_c0_g1_i1:208-1542  -            445 8587at7898           -           1096   3.1e-73  246.7   0.0   1   1   7.6e-76   3.8e-73  246.4   0.0     4   398     5   414     2   442 0.88 -
TRINITY_DN2405_c1_g5_i1:2-1198     -            399 8587at7898           -           1096     7e-63  212.4   0.0   1   1   1.8e-65   8.8e-63  212.1   0.0    12   363    41   399    33   399 0.87 -
TRINITY_DN2405_c1_g6_i1:8-1786     -            593 8587at7898           -           1096   9.1e-62  208.7   0.0   1   1   2.3e-64   1.1e-61  208.4   0.0    14   363   249   592   237   593 0.90 -
TRINITY_DN6475_c0_g1_i10:372-1553  -            394 8587at7898           -           1096   6.2e-60  202.6   0.0   1   1   1.4e-62     7e-60  202.4   0.0    77   470     1   392     1   394 0.89 -
TRINITY_DN17368_c0_g1_i7:3-1076    -            358 8587at7898           -           1096   1.4e-49  168.4   0.0   1   1   3.5e-52   1.7e-49  168.0   0.0   232   545    34   346     3   355 0.89 -
TRINITY_DN2405_c1_g2_i1:68-856     -            263 8587at7898           -           1096   3.2e-19   67.8   0.0   1   1   7.2e-22   3.6e-19   67.7   0.0   383   580     3   194     1   221 0.89 -
TRINITY_DN2405_c1_g2_i2:68-856     -            263 8587at7898           -           1096   3.2e-19   67.8   0.0   1   1   7.2e-22   3.6e-19   67.7   0.0   383   580     3   194     1   221 0.89 -
TRINITY_DN22515_c0_g2_i1:1-204     -             68 8587at7898           -           1096   5.4e-11   40.6   0.0   1   1   1.1e-13   5.6e-11   40.5   0.0    17    78     2    65     1    68 0.88 -
TRINITY_DN45633_c0_g1_i1:69-356    -             96 8587at7898           -           1096   3.1e-10   38.1   0.0   1   1   6.3e-13   3.1e-10   38.0   0.0    15    98     3    90     1    96 0.88 -
TRINITY_DN2015_c0_g2_i2:975-3725   -            917 8587at7898           -           1096    0.0076   13.6   0.0   1   1   2.7e-05     0.013   12.8   0.0   702   777   688   776   651   804 0.72 -
TRINITY_DN2015_c0_g2_i3:960-3710   -            917 8587at7898           -           1096    0.0076   13.6   0.0   1   1   2.7e-05     0.013   12.8   0.0   702   777   688   776   651   804 0.72 -
TRINITY_DN12608_c0_g1_i1:231-2744  -            838 8587at7898           -           1096     0.013   12.8   0.0   1   1   3.8e-05     0.019   12.3   0.0    65   316   134   378    71   384 0.76 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/8587at7898.hmm
# Target file:     /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/initial_results/trinity.Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/hmmer_output/initial_run_results/8587at7898.out --cpu 1 /home/ericjuo/Projects/salmo_trutta_rna_seq/busco_downloads/lineages/actinopterygii_odb10/hmms/8587at7898.hmm /home/ericjuo/Projects/salmo_trutta_rna_seq/data/02_intermediate/busco/run_actinopterygii_odb10/metaeuk_output/initial_results/trinity.Trinity.fasta.modified.fas 
# Current dir:     /home/ericjuo/Projects/salmo_trutta_rna_seq
# Date:            Fri Apr 29 12:54:20 2022
# [ok]
