#                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN22625_c0_g2_i1:4731-5900 -            390 6262at7898           -           1369   1.2e-80  270.9   1.5   1   2   2.9e-51   8.9e-49  165.2   0.1   133   309     6   194     2   204 0.90 -
TRINITY_DN22625_c0_g2_i1:4731-5900 -            390 6262at7898           -           1369   1.2e-80  270.9   1.5   2   2   3.4e-33   1.1e-30  105.4   0.1   132   302   208   390   193   390 0.90 -
TRINITY_DN22625_c0_g2_i2:4731-5900 -            390 6262at7898           -           1369   1.2e-80  270.9   1.5   1   2   2.9e-51   8.9e-49  165.2   0.1   133   309     6   194     2   204 0.90 -
TRINITY_DN22625_c0_g2_i2:4731-5900 -            390 6262at7898           -           1369   1.2e-80  270.9   1.5   2   2   3.4e-33   1.1e-30  105.4   0.1   132   302   208   390   193   390 0.90 -
TRINITY_DN22625_c0_g2_i3:4731-5900 -            390 6262at7898           -           1369   1.2e-80  270.9   1.5   1   2   2.9e-51   8.9e-49  165.2   0.1   133   309     6   194     2   204 0.90 -
TRINITY_DN22625_c0_g2_i3:4731-5900 -            390 6262at7898           -           1369   1.2e-80  270.9   1.5   2   2   3.4e-33   1.1e-30  105.4   0.1   132   302   208   390   193   390 0.90 -
TRINITY_DN3175_c0_g1_i1:3733-6237  -            835 6262at7898           -           1369   1.1e-61  208.1  19.0   1   3     9e-20   2.8e-17   60.9   0.3   448   613    62   231    18   238 0.81 -
TRINITY_DN3175_c0_g1_i1:3733-6237  -            835 6262at7898           -           1369   1.1e-61  208.1  19.0   2   3   1.2e-24   3.8e-22   77.0   4.0   418   699   215   501   210   507 0.88 -
TRINITY_DN3175_c0_g1_i1:3733-6237  -            835 6262at7898           -           1369   1.1e-61  208.1  19.0   3   3   7.8e-29   2.4e-26   90.9   2.3   419   725   490   808   488   818 0.84 -
TRINITY_DN3175_c0_g1_i6:3733-6237  -            835 6262at7898           -           1369   1.1e-61  208.1  19.0   1   3     9e-20   2.8e-17   60.9   0.3   448   613    62   231    18   238 0.81 -
TRINITY_DN3175_c0_g1_i6:3733-6237  -            835 6262at7898           -           1369   1.1e-61  208.1  19.0   2   3   1.2e-24   3.8e-22   77.0   4.0   418   699   215   501   210   507 0.88 -
TRINITY_DN3175_c0_g1_i6:3733-6237  -            835 6262at7898           -           1369   1.1e-61  208.1  19.0   3   3   7.8e-29   2.4e-26   90.9   2.3   419   725   490   808   488   818 0.84 -
