#                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN37419_c0_g1_i1:49-873     -            275 28729at7898          -            555   2.4e-12   45.8  14.8   1   4   1.2e-08   1.2e-06   26.9   3.1     9    90    17    98     9   114 0.83 -
TRINITY_DN37419_c0_g1_i1:49-873     -            275 28729at7898          -            555   2.4e-12   45.8  14.8   2   4   5.1e-07   5.4e-05   21.5   0.2    24    83   103   162    96   180 0.81 -
TRINITY_DN37419_c0_g1_i1:49-873     -            275 28729at7898          -            555   2.4e-12   45.8  14.8   3   4     0.052       5.5    5.0   0.2    43    80   185   226   171   247 0.77 -
TRINITY_DN37419_c0_g1_i1:49-873     -            275 28729at7898          -            555   2.4e-12   45.8  14.8   4   4       2.4   2.6e+02   -0.6   0.0    25    59   241   275   235   275 0.75 -
TRINITY_DN11968_c0_g1_i1:655-1782   -            376 28729at7898          -            555   3.5e-11   41.9  10.1   1   3   6.7e-05    0.0071   14.5   0.2    35   106    44   121    34   135 0.81 -
TRINITY_DN11968_c0_g1_i1:655-1782   -            376 28729at7898          -            555   3.5e-11   41.9  10.1   2   3   0.00025     0.026   12.6   0.5    20   165   127   272   123   287 0.70 -
TRINITY_DN11968_c0_g1_i1:655-1782   -            376 28729at7898          -            555   3.5e-11   41.9  10.1   3   3     8e-07   8.4e-05   20.8   0.8    22   101   272   352   253   373 0.77 -
TRINITY_DN11968_c0_g1_i2:646-1773   -            376 28729at7898          -            555   3.5e-11   41.9  10.1   1   3   6.7e-05    0.0071   14.5   0.2    35   106    44   121    34   135 0.81 -
TRINITY_DN11968_c0_g1_i2:646-1773   -            376 28729at7898          -            555   3.5e-11   41.9  10.1   2   3   0.00025     0.026   12.6   0.5    20   165   127   272   123   287 0.70 -
TRINITY_DN11968_c0_g1_i2:646-1773   -            376 28729at7898          -            555   3.5e-11   41.9  10.1   3   3     8e-07   8.4e-05   20.8   0.8    22   101   272   352   253   373 0.77 -
TRINITY_DN17537_c0_g1_i1:496-1509   -            338 28729at7898          -            555   3.1e-10   38.8   6.1   1   3   9.4e-07   9.9e-05   20.6   0.4    32   100   102   173    86   178 0.87 -
TRINITY_DN17537_c0_g1_i1:496-1509   -            338 28729at7898          -            555   3.1e-10   38.8   6.1   2   3   0.00082     0.087   10.9   0.1    44    99   182   240   173   246 0.85 -
TRINITY_DN17537_c0_g1_i1:496-1509   -            338 28729at7898          -            555   3.1e-10   38.8   6.1   3   3   0.00094       0.1   10.7   0.1    21    85   230   292   226   318 0.72 -
TRINITY_DN10110_c0_g1_i2:132-1928   -            599 28729at7898          -            555   5.7e-09   34.6  48.0   1   7     0.098        10    4.0   0.8    48    81    82   118    78   123 0.81 -
TRINITY_DN10110_c0_g1_i2:132-1928   -            599 28729at7898          -            555   5.7e-09   34.6  48.0   2   7   0.00037     0.039   12.1   3.1    44   106   124   190   119   193 0.80 -
TRINITY_DN10110_c0_g1_i2:132-1928   -            599 28729at7898          -            555   5.7e-09   34.6  48.0   3   7   0.00027     0.028   12.5   3.1    27    82   174   234   173   237 0.76 -
TRINITY_DN10110_c0_g1_i2:132-1928   -            599 28729at7898          -            555   5.7e-09   34.6  48.0   4   7   3.3e-06   0.00035   18.8   4.9    42   127   237   324   234   331 0.87 -
TRINITY_DN10110_c0_g1_i2:132-1928   -            599 28729at7898          -            555   5.7e-09   34.6  48.0   5   7     0.037       3.9    5.5   0.3    45    80   308   346   298   355 0.80 -
TRINITY_DN10110_c0_g1_i2:132-1928   -            599 28729at7898          -            555   5.7e-09   34.6  48.0   6   7     0.039       4.1    5.4   1.4    26    97   428   501   419   507 0.64 -
TRINITY_DN10110_c0_g1_i2:132-1928   -            599 28729at7898          -            555   5.7e-09   34.6  48.0   7   7    0.0026      0.28    9.2   1.3    25    99   494   573   487   576 0.60 -
TRINITY_DN3645_c0_g1_i12:1624-2937  -            438 28729at7898          -            555   3.7e-08   31.9   0.5   1   1   8.2e-10   8.7e-08   30.7   0.5   250   522   106   414    56   431 0.74 -
TRINITY_DN3645_c0_g1_i5:1881-3194   -            438 28729at7898          -            555   3.7e-08   31.9   0.5   1   1   8.2e-10   8.7e-08   30.7   0.5   250   522   106   414    56   431 0.74 -
